Sverige,0,.064606346,.050065365,.079147324
Sverige,1,.37714583,.34555811,.40873355
Sverige,2,.34935135,.33029401,.36840868
Sverige,3,.14144379,.12202489,.16086268
Sverige,4,.067452691,.053615648,.081289731
NVS Europa,0,.079510927,-.01399335,.17301521
NVS Europa,1,.35734278,.16876952,.54591602
NVS Europa,2,.16073568,.042311721,.27915967
NVS Europa,3,.2941176,.075496301,.51273894
NVS Europa,4,.108293,.022023179,.19456282
Östeuropa,0,.037811782,-.0046508708,.08027444
Östeuropa,1,.165022,.1048255,.2252185
Östeuropa,2,.33937988,.26240274,.41635698
Östeuropa,3,.30015624,.22186819,.37844428
Östeuropa,4,.15763012,.096095361,.21916488
MENA+,0,.041905757,.021546276,.06226524
MENA+,1,.16867475,.12646584,.21088368
MENA+,2,.33504701,.27881107,.39128292
MENA+,3,.24148069,.185389,.29757237
MENA+,4,.21289179,.16697912,.25880444
VSÖ Afrika,0,.012397986,-.0045595062,.029355478
VSÖ Afrika,1,.12085372,.050344616,.19136283
VSÖ Afrika,2,.35385534,.22474785,.48296282
VSÖ Afrika,3,.23628755,.12601918,.34655592
VSÖ Afrika,4,.2766054,.17151721,.3816936
Asien,0,.049324088,-.01801856,.11666673
Asien,1,.17361622,.087040402,.26019201
Asien,2,.41718349,.28928459,.54508245
Asien,3,.21198651,.098458618,.32551441
Asien,4,.1478897,.019083723,.27669567
